DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Denmark,2014,131.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Denmark,2015,132.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Denmark,2016,136.4,b,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Denmark,2017,137.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Denmark,2018,138.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Denmark,2019,138.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Denmark,2020,138.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Denmark,2021,138.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Denmark,2022,140.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,1995,33.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,1996,32.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,1997,32.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,1998,31.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,1999,31.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2000,32.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2001,32.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2002,31.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2003,31.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2004,31.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2005,31.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2006,31.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2007,30.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2008,30.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2009,30.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2010,30.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2011,30.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2012,30.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2013,30.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2014,30.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2015,30.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2016,30.3,b,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2017,30.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2018,30.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2019,30.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2020,30.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2021,30.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Estonia,2022,31.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,1995,80.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,1996,81.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,1997,81.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,1998,81.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,1999,82.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2000,82.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2001,83.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2002,83.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2003,83.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2004,83.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2005,84.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2006,84.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2007,84.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2008,84.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2009,84.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2010,85.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2011,84.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2012,83.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2013,83.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2014,82.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2015,82.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2016,82.4,b,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2017,82.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2018,82.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2019,82.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2020,82.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2021,82.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Greece,2022,80.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,1995,78.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,1996,78.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,1997,79.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,1998,79.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,1999,79.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2000,80.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2001,80.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2002,81.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2003,83.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2004,84.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2005,86.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2006,87.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2007,90.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2008,91.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2009,92.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2010,92.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2011,93.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2012,93.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2013,92.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2014,92.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2015,92.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2016,92.5,b,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2017,92.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2018,93.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2019,93.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2020,93.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2021,94.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Spain,2022,95.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,1995,16.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,1996,16.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,1997,16.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,1998,16.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,1999,17.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2000,17.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2001,17.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2002,17.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2003,17.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2004,17.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2005,17.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2006,17.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2007,17.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2008,17.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2009,17.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2010,17.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2011,17.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2012,17.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2013,17.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2014,18.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2015,18.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2016,18.1,b,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2017,18.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2018,18.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2019,18.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2020,18.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2021,18.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Finland,2022,18.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,1995,93.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,1996,94.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,1997,94.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,1998,94.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,1999,95.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2000,96.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2001,96.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2002,97.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2003,98.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2004,98.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2005,99.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2006,100.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2007,100.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2008,101.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2009,101.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2010,102.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2011,102.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2012,103.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2013,103.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2014,104.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2015,105.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2016,105.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2017,105.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2018,105.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2019,106.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2020,106.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2021,106.6,p,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,France,2022,107.4,p,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2000,77.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2001,76.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2002,76.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2003,76.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2004,76.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2005,76.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2006,76.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2007,76.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2008,76.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2009,76.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2010,75.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2011,75.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2012,75.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2013,75.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2014,74.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2015,74.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2016,74.6,b,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2017,73.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2018,73.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2019,72.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2020,72.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2021,72.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Croatia,2022,69.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,1995,110.0,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,1996,109.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,1997,109.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,1998,108.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,1999,108.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2000,109.8,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2001,109.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2002,109.2,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2003,108.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2004,108.6,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2005,108.4,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2006,108.3,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2007,108.1,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2008,107.9,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2009,107.7,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2010,107.5,,
ESTAT:DEMO_R_D3DENS(1.0),26/03/24 23:00:00,Annual,Persons per square kilometre,Hungary,2011,107.2,,
